,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TIME_TO_FS,TYP_VOIE
19512,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,0,0,,0,0,FALSE,1240225,,Montréal,Montréal,45.52786986,-73.60118839,Lesage,0,0.026816622,ruelle
19516,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,12,5,,16,31,FALSE,1240226,,Montréal,Montréal,45.52515154,-73.59525098,Maguire,0,0.01107459,rue
19530,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,4,1,Est,44,35,FALSE,1240237,du,Montréal,Montréal,45.52010822,-73.58637596,Mont-Royal,0,0.039356849,avenue
19533,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,4,1,Est,44,35,FALSE,1240237,du,Montréal,Montréal,45.52061137,-73.58592512,Mont-Royal,0,0.041488902,avenue
19541,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,150,151,Est,170,179,FALSE,1240242,du,Montréal,Montréal,45.52196397,-73.58468131,Mont-Royal,0,0.046757829,avenue
19556,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,51,50,Ouest,93,86,FALSE,1240251,du,Montréal,Montréal,45.51891618,-73.58745242,Mont-Royal,0,0.034295062,avenue
19563,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,251,0,Ouest,291,0,FALSE,1240255,du,Montréal,Montréal,45.51676438,-73.58931971,Mont-Royal,0,0.032295583,avenue
19567,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,4581,4604,,4685,4680,FALSE,1240264,du,Montréal,Montréal,45.51812967,-73.59241691,Parc,0,0.023096024,avenue
19608,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,5301,5300,,5545,5516,FALSE,1240316,,Montréal,Montréal,45.52656576,-73.59833271,Saint-Dominique,0,0.019226454,rue
19656,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,5301,5278,,5505,5490,FALSE,1240349,,Montréal,Montréal,45.5258335,-73.5989452,Saint-Laurent,1,0.016503964,boulevard
19682,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,5351,5338,,5505,5486,FALSE,1240367,,Montréal,Montréal,45.52465066,-73.59997471,Saint-Urbain,-1,0.0209322,rue
19716,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,105,100,Ouest,125,124,FALSE,1240379,,Montréal,Montréal,45.52404242,-73.60054183,Saint-Viateur,0,0.023097412,rue
19723,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,251,250,Ouest,275,282,FALSE,1240382,,Montréal,Montréal,45.5222066,-73.6022137,Saint-Viateur,0,0.024198724,rue
19725,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,101,110,,135,110,FALSE,1240389,,Montréal,Montréal,45.52782967,-73.60665894,Van Horne,0,0.037344523,avenue
19776,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,0,371,Est,0,387,FALSE,1240406,,Montréal,Montréal,45.52528348,-73.58582172,Villeneuve,-1,0.049705497,rue
19868,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3415,3436,,3499,3496,FALSE,1250002,,Montréal,Montréal,45.50624392,-73.57255151,Aylmer,1,0.047588716,rue
19895,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3687,0,,3711,0,FALSE,1250010,,Montréal,Montréal,45.51253766,-73.57627366,Basset,0,0.05679789,rue
19903,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3687,0,,3711,0,FALSE,1250010,,Montréal,Montréal,45.51324553,-73.57665462,Basset,0,0.05279935,rue
19904,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3421,3420,,3591,3566,FALSE,1250014,,Montréal,Montréal,45.51393891,-73.5687969,De Bullion,1,0.0183619,rue
19911,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3421,3420,,3591,3566,FALSE,1250014,,Montréal,Montréal,45.51526543,-73.57138467,De Bullion,1,0.029736662,rue
19917,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3751,3752,,3789,3788,FALSE,1250017,,Montréal,Montréal,45.51680489,-73.57478099,De Bullion,-1,0.050007398,rue
19927,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4051,4050,,4191,4196,FALSE,1250020,,Montréal,Montréal,45.51936612,-73.58041014,De Bullion,1,0.035517,rue
19936,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3415,0,,3415,0,FALSE,1250032,,Montréal,Montréal,45.51199383,-73.56966376,Clark,-1,0.020726611,rue
19943,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3415,0,,3415,0,FALSE,1250032,,Montréal,Montréal,45.512381,-73.57078708,Clark,-1,0.025155821,rue
19952,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3605,3602,,3687,3686,FALSE,1250035,,Montréal,Montréal,45.51431978,-73.57500387,Clark,-1,0.047164041,rue
19956,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3725,3718,,3727,3720,FALSE,1250037,,Montréal,Montréal,45.51457033,-73.57550605,Clark,-1,0.044960758,rue
19977,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4063,4054,,4191,4180,FALSE,1250042,,Montréal,Montréal,45.51747037,-73.5821808,Clark,-1,0.046172891,rue
19995,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3549,3554,,3559,3560,FALSE,1250047,,Montréal,Montréal,45.51482411,-73.57178816,Coloniale,-1,0.032387034,avenue
19999,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3625,3600,,3743,3748,FALSE,1250048,,Montréal,Montréal,45.51596591,-73.57432397,Coloniale,-1,0.043776731,avenue
20002,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3751,3750,,3781,3780,FALSE,1250049,,Montréal,Montréal,45.51632037,-73.57510408,Coloniale,0,0.047802644,avenue
20010,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4051,4050,,4183,4192,FALSE,1250052,,Montréal,Montréal,45.51892743,-73.58082062,Coloniale,-1,0.037681092,avenue
20029,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4055,4054,,4185,4170,FALSE,1250064,,Montréal,Montréal,45.52121353,-73.57869129,Drolet,-1,0.026426524,rue
20077,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3421,3422,,3491,3492,FALSE,1250081,,Montréal,Montréal,45.50698215,-73.57210182,Durocher,1,0.050100436,rue
20117,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3615,3630,,3721,3720,FALSE,1250096,,Montréal,Montréal,45.51784399,-73.57272026,Henri-Julien,1,0.0507583,avenue
20126,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4055,4054,,4153,4176,FALSE,1250099,,Montréal,Montréal,45.52076113,-73.5791194,Henri-Julien,1,0.028664374,avenue
20130,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3421,3406,,3503,3544,FALSE,1250106,de l',Montréal,Montréal,45.51456629,-73.56851121,Hôtel-de-Ville,-1,0.021850152,avenue
20135,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3421,3406,,3503,3544,FALSE,1250106,de l',Montréal,Montréal,45.51569199,-73.57099862,Hôtel-de-Ville,-1,0.032290759,avenue
20139,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3611,3600,,3725,3720,FALSE,1250108,de l',Montréal,Montréal,45.51687756,-73.57355297,Hôtel-de-Ville,-1,0.043782017,avenue
20150,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4051,4058,,4167,4196,FALSE,1250112,de l',Montréal,Montréal,45.51981655,-73.57999227,Hôtel-de-Ville,-1,0.033303649,avenue
20172,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,3425,3406,,3487,3494,FALSE,1250131,,Montréal,Montréal,45.50932329,-73.57081023,Jeanne-Mance,1,0.034636847,rue
20201,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3625,3630,,3725,3748,FALSE,1250146,,Montréal,Montréal,45.5173492,-73.57315321,Laval,-1,0.047171738,avenue
20213,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,4055,4050,,4183,4180,FALSE,1250150,,Montréal,Montréal,45.52027676,-73.57956602,Laval,1,0.031041632,avenue
20321,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,105,0,,107,0,FALSE,1250179,,Montréal,Montréal,45.51079691,-73.57244859,Milton,1,0.036914137,rue
20328,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,251,0,,285,0,FALSE,1250182,,Montréal,Montréal,45.50948827,-73.57367942,Milton,1,0.0435528,rue
20353,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,3401,3412,,3487,3498,FALSE,1250217,du,Montréal,Montréal,45.5083578,-73.57127639,Parc,0,0.040937186,avenue
20358,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,3501,3500,,3575,3580,FALSE,1250218,du,Montréal,Montréal,45.51043191,-73.57569565,Parc,0,0.054669754,avenue
20362,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,2,0,Est,28,0,FALSE,1250235,des,Montréal,Montréal,45.51505166,-73.57509964,Pins,0,0.041504712,avenue
20365,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,2,0,Est,28,0,FALSE,1250235,des,Montréal,Montréal,45.51551741,-73.57470259,Pins,0,0.044857641,avenue
20379,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,0,365,Est,0,371,FALSE,1250242,des,Montréal,Montréal,45.51888549,-73.57178023,Pins,0,0.045569306,avenue
20384,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,41,40,Ouest,47,50,FALSE,1250244,des,Montréal,Montréal,45.51428187,-73.57574896,Pins,0,0.046654193,avenue
20387,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,71,52,Ouest,85,90,FALSE,1250245,des,Montréal,Montréal,45.51381187,-73.57614313,Pins,0,0.049410413,avenue
20392,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,151,190,Ouest,151,192,FALSE,1250247,des,Montréal,Montréal,45.51286806,-73.57699572,Pins,0,0.055058333,avenue
20395,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,6,201,220,Ouest,251,222,FALSE,1250248,des,Montréal,Montréal,45.51169428,-73.5780857,Pins,0,0.062138658,avenue
20404,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,1,4,7,Est,20,17,FALSE,1250257,,Montréal,Montréal,45.51437607,-73.57218121,Prince-Arthur,0,0.033538924,rue
20422,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,0,110,Ouest,0,130,FALSE,1250264,,Montréal,Montréal,45.51172191,-73.57448939,Prince-Arthur,-1,0.048058037,rue
20441,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,6,1,Est,16,1,FALSE,1250275,,Montréal,Montréal,45.51800828,-73.58167862,Rachel,0,0.042916036,rue
20448,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,6,1,Est,16,1,FALSE,1250275,,Montréal,Montréal,45.51849265,-73.58123481,Rachel,0,0.039998919,rue
20486,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,5,51,60,Ouest,97,80,FALSE,1250285,,Montréal,Montréal,45.51681786,-73.58280808,Rachel,0,0.048189054,rue
20544,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,3425,3400,,3581,3580,FALSE,1250357,,Montréal,Montréal,45.51302602,-73.56920491,Saint-Dominique,-1,0.020592556,rue
20573,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,3435,3440,,3465,3440,FALSE,1250373,,Montréal,Montréal,45.51249547,-73.56944032,Saint-Laurent,1,0.01764961,boulevard
20607,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,7,3405,3450,,3475,3460,FALSE,1250396,,Montréal,Montréal,45.51111048,-73.57004094,Saint-Urbain,-1,0.025611249,rue
20632,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,155,0,,183,0,FALSE,1250416,,Montréal,Montréal,45.51020229,-73.57113897,Sainte-Famille,0,0.036416727,place
20633,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,0,0,3420,,0,3422,FALSE,1250417,,Montréal,Montréal,45.50993659,-73.57054611,Sainte-Famille,0,0.033189005,rue
20654,Ville-Marie,Ville-Marie,0,1371,0,,1509,0,FALSE,1260004,,Montréal,Montréal,45.49296662,-73.57322347,Argyle,-1,0.013477876,avenue
20658,Ville-Marie,Ville-Marie,6,2021,2048,,2023,2090,FALSE,1260015,,Montréal,Montréal,45.49006851,-73.5857753,Atwater,0,0.025394276,avenue
20659,Ville-Marie,Ville-Marie,6,2021,2048,,2023,2090,FALSE,1260015,,Montréal,Montréal,45.49064814,-73.58679201,Atwater,0,0.030260238,avenue
20666,Ville-Marie,Ville-Marie,6,0,0,,0,0,FALSE,1260019,,Montréal,Montréal,45.49172736,-73.58874837,Atwater,-1,0.037186618,avenue
20667,Ville-Marie,Ville-Marie,6,3457,3450,,3503,3452,FALSE,1260020,,Montréal,Montréal,45.4921243,-73.58933051,Atwater,0,0.039719502,avenue
20669,Ville-Marie,Ville-Marie,6,3505,3500,,3527,3530,FALSE,1260021,,Montréal,Montréal,45.49283693,-73.58968612,Atwater,0,0.043142568,avenue
20704,Ville-Marie,Ville-Marie,0,2005,2020,,2007,2022,FALSE,1260036,,Montréal,Montréal,45.50555705,-73.57140292,Aylmer,1,0.041692513,rue
20718,Ville-Marie,Ville-Marie,0,1901,1920,,1967,1928,FALSE,1260043,,Montréal,Montréal,45.49097735,-73.57996644,Baile,-1,0.018943983,rue
20721,Ville-Marie,Ville-Marie,0,0,3014,,0,3030,FALSE,1260045,,Montréal,Montréal,45.4910259,-73.58945642,Barat,-1,0.041074116,chemin
20723,Ville-Marie,Ville-Marie,6,1001,930,,1029,1050,FALSE,1260047,du,Montréal,Montréal,45.50195065,-73.56314375,Beaver Hall,0,0.032942985,côte
20729,Ville-Marie,Ville-Marie,6,1001,930,,1029,1050,FALSE,1260047,du,Montréal,Montréal,45.50222746,-73.56420186,Beaver Hall,0,0.034529396,côte
20748,Ville-Marie,Ville-Marie,0,619,0,,627,0,FALSE,1260052,,Montréal,Montréal,45.5013316,-73.56601308,Belmont,-1,0.031162162,rue
20749,Ville-Marie,Ville-Marie,4,0,904,,0,944,FALSE,1260053,,Montréal,Montréal,45.50114318,-73.56621143,Belmont,0,0.030818045,rue
20752,N/A,N/A,0,0,0,,0,0,FALSE,1260054,,Westmount,Westmount,45.49322107,-73.60089624,Belvedere,0,0.049810459,cercle
20767,Ville-Marie,Ville-Marie,0,899,0,,1001,0,FALSE,1260061,,Montréal,Montréal,45.50319966,-73.56037442,Jean-Paul-Riopelle,0,0.03322194,place
20796,Ville-Marie,Ville-Marie,7,0,1990,,0,2022,FALSE,1260070,,Montréal,Montréal,45.50749738,-73.56950488,De Bleury,-1,0.030315505,rue
20813,Ville-Marie,Ville-Marie,6,0,3010,,0,3016,FALSE,1260076,,Montréal,Montréal,45.49492642,-73.59644003,Le Boulevard,0,0.045553127,
20815,Ville-Marie,Ville-Marie,6,3005,3030,,3089,3072,FALSE,1260077,,Montréal,Montréal,45.49424723,-73.59695702,Le Boulevard,0,0.042126855,
20816,Ville-Marie,Ville-Marie,6,3091,3090,,3125,3134,FALSE,1260078,,Montréal,Montréal,45.49304528,-73.5979311,Le Boulevard,0,0.035976487,
20817,Ville-Marie,Ville-Marie,6,3135,3136,,3155,3164,FALSE,1260079,,Montréal,Montréal,45.49249348,-73.59837719,Le Boulevard,0,0.033154608,
20821,Ville-Marie,Ville-Marie,0,3011,3000,,3049,3030,FALSE,1260080,,Montréal,Montréal,45.49131079,-73.59093825,De Breslay,0,0.046004902,chemin
20875,Ville-Marie,Ville-Marie,0,635,620,,643,636,FALSE,1260097,,Montréal,Montréal,45.50276991,-73.56899572,Cathcart,-1,0.03484582,rue
20877,Ville-Marie,Ville-Marie,0,685,0,,687,0,FALSE,1260098,,Montréal,Montréal,45.50246622,-73.56923841,Cathcart,0,0.037265688,rue
20878,Ville-Marie,Ville-Marie,0,745,0,,759,0,FALSE,1260099,,Montréal,Montréal,45.50185751,-73.56985171,Cathcart,0,0.041870464,rue
20879,Ville-Marie,Ville-Marie,0,745,0,,759,0,FALSE,1260099,,Montréal,Montréal,45.50150525,-73.57021566,Cathcart,0,0.041006169,rue
20914,Ville-Marie,Ville-Marie,5,1529,1492,,1745,1770,FALSE,1260104,,Montréal,Montréal,45.4953078,-73.59146149,Cedar,0,0.06073871,avenue
20917,Ville-Marie,Ville-Marie,5,2985,3030,,3095,3030,FALSE,1260108,,Montréal,Montréal,45.49459066,-73.59251204,Cedar,0,0.052357993,avenue
20927,Ville-Marie,Ville-Marie,5,2985,3030,,3095,3030,FALSE,1260108,,Montréal,Montréal,45.49365803,-73.59566159,Cedar,0,0.040814306,avenue
20952,Ville-Marie,Ville-Marie,4,1,2,,9,8,FALSE,1260115,de,Montréal,Montréal,45.4979518,-73.58244668,Chelsea,0,1000,place
20977,Ville-Marie,Ville-Marie,0,0,0,,0,0,FALSE,1260124,,Montréal,Montréal,45.50602185,-73.57094697,City Councillors,-1,0.038964716,rue
20980,Ville-Marie,Ville-Marie,0,0,2050,,0,2052,FALSE,1260125,,Montréal,Montréal,45.50664408,-73.57230871,City Councillors,-1,0.05081349,rue
20981,Ville-Marie,Ville-Marie,0,1001,1000,,1007,1002,FALSE,1260126,,Montréal,Montréal,45.48751932,-73.58074142,Lambert-Closse,0,0.024839502,rue
20982,Ville-Marie,Ville-Marie,0,1001,1000,,1007,1002,FALSE,1260126,,Montréal,Montréal,45.4878423,-73.58111292,Lambert-Closse,0,0.02426974,rue
20983,Ville-Marie,Ville-Marie,0,1035,1036,,1039,1042,FALSE,1260127,,Montréal,Montréal,45.48792751,-73.5809236,Lambert-Closse,0,0.024053158,rue
20995,Ville-Marie,Ville-Marie,0,2211,0,,2305,0,FALSE,1260133,,Montréal,Montréal,45.49206809,-73.58689545,Lambert-Closse,-1,0.02933728,rue
21006,Ville-Marie,Ville-Marie,6,3405,3434,,3457,3440,FALSE,1260139,de la,Montréal,Montréal,45.49656382,-73.58172924,Côte-des-Neiges,0,0.025081953,chemin
21007,Ville-Marie,Ville-Marie,6,3405,3434,,3457,3440,FALSE,1260139,de la,Montréal,Montréal,45.4964701,-73.58300306,Côte-des-Neiges,0,0.030075011,chemin
21008,Ville-Marie,Ville-Marie,6,3465,0,,3485,0,FALSE,1260140,de la,Montréal,Montréal,45.49642414,-73.58360016,Côte-des-Neiges,0,0.031948377,chemin
21009,Ville-Marie,Ville-Marie,6,0,0,,0,0,FALSE,1260141,de la,Montréal,Montréal,45.49639167,-73.58423815,Côte-des-Neiges,0,0.033943299,chemin
21011,Ville-Marie,Ville-Marie,6,3545,3488,,3555,3538,FALSE,1260142,de la,Montréal,Montréal,45.49629724,-73.58559304,Côte-des-Neiges,0,0.038189677,chemin
21099,Ville-Marie,Ville-Marie,0,2015,2000,,2197,2220,FALSE,1260207,,Montréal,Montréal,45.49896763,-73.57938637,Crescent,-1,0.03819279,rue
21100,Ville-Marie,Ville-Marie,0,1103,1100,,1117,1132,FALSE,1260208,,Montréal,Montréal,45.49940753,-73.57162733,Cypress,0,0.027779617,rue
21113,Ville-Marie,Ville-Marie,6,0,1100,,0,1102,FALSE,1260219,du,Montréal,Montréal,45.50335487,-73.57948577,Docteur-Penfield,-1,0.052242928,avenue
21115,Ville-Marie,Ville-Marie,6,1205,1200,,1207,1210,FALSE,1260222,du,Montréal,Montréal,45.50195441,-73.58117032,Docteur-Penfield,-1,0.04357742,avenue
21116,Ville-Marie,Ville-Marie,6,0,1230,,0,1260,FALSE,1260223,du,Montréal,Montréal,45.50122971,-73.58198714,Docteur-Penfield,-1,0.046337499,avenue
21117,Ville-Marie,Ville-Marie,6,0,0,,0,0,FALSE,1260224,du,Montréal,Montréal,45.5004118,-73.58297017,Docteur-Penfield,-1,0.056278041,avenue
21128,Ville-Marie,Ville-Marie,6,0,0,,0,0,FALSE,1260229,du,Montréal,Montréal,45.49609817,-73.58705697,Docteur-Penfield,-1,0.061699849,avenue
21153,Ville-Marie,Ville-Marie,0,1001,1000,,1395,1002,FALSE,1260236,du,Montréal,Montréal,45.49963456,-73.5720841,Square-Dorchester,-1,0.025051092,rue
21163,Ville-Marie,Ville-Marie,0,0,0,,0,0,FALSE,1260245,,Montréal,Montréal,45.50043139,-73.57797806,Drummond,0,0.028524623,rue
21164,Ville-Marie,Ville-Marie,0,0,0,,0,0,FALSE,1260245,,Montréal,Montréal,45.5007414,-73.57862214,Drummond,0,0.031570264,rue
21171,Ville-Marie,Ville-Marie,5,1239,1234,,1255,1250,FALSE,1260266,du,Montréal,Montréal,45.4913257,-73.58055368,Fort,-1,0.018203442,rue
21179,Ville-Marie,Ville-Marie,5,0,2300,,0,2302,FALSE,1260271,du,Montréal,Montréal,45.49356994,-73.58441936,Fort,-1,0.0189319,rue
21180,Ville-Marie,Ville-Marie,0,4041,4040,,4085,4082,FALSE,1260278,,Montréal,Montréal,45.49461153,-73.59816519,Gage,1,0.044469615,chemin
21223,Ville-Marie,Ville-Marie,0,751,800,Ouest,945,950,FALSE,1260291,,Montréal,Montréal,45.49897588,-73.56668198,De La Gauchetière,0,0.020166176,rue
21232,Ville-Marie,Ville-Marie,0,1265,1200,,1285,1300,FALSE,1260298,des,Montréal,Montréal,45.4958906,-73.57084492,Canadiens-de-Montréal,-1,0.022692884,avenue
21235,Ville-Marie,Ville-Marie,6,1155,1190,,1259,1256,FALSE,1260305,,Montréal,Montréal,45.49503259,-73.57783466,Guy,0,0.012661071,rue
21247,Ville-Marie,Ville-Marie,0,4055,4054,,4105,4098,FALSE,1260316,,Montréal,Montréal,45.49418938,-73.59849703,Highland,0,0.042325128,avenue
21253,Ville-Marie,Ville-Marie,0,2700,0,,2860,0,FALSE,1260318,,Montréal,Montréal,45.49700324,-73.60028872,Hill Park,0,0.073566894,chemin
21279,Ville-Marie,Ville-Marie,0,0,0,,0,0,FALSE,1260321,,Montréal,Montréal,45.497152,-73.60065568,Hill Park Circle,0,0.07224009,rue
21351,Ville-Marie,Ville-Marie,0,0,0,,0,0,FALSE,1260391,,Montréal,Montréal,45.49427538,-73.57009495,Lucien-L'Allier,-1,0.018263767,rue
21370,Ville-Marie,Ville-Marie,0,2135,2000,,2161,2156,FALSE,1260403,,Montréal,Montréal,45.49760485,-73.5807244,Mackay,-1,0.032073205,rue
21391,Ville-Marie,Ville-Marie,6,1001,998,Ouest,1025,1050,FALSE,1260415,,Montréal,Montréal,45.50089123,-73.57468652,De Maisonneuve,1,0.030770131,boulevard
21394,Ville-Marie,Ville-Marie,6,1221,1230,Ouest,1289,1230,FALSE,1260418,,Montréal,Montréal,45.49876809,-73.57689354,De Maisonneuve,1,0.02478536,boulevard
21420,Ville-Marie,Ville-Marie,0,3121,3120,,3141,3150,FALSE,1260441,de,Montréal,Montréal,45.4933839,-73.59976703,Trafalgar-Heights,0,0.053826191,chemin
21422,Ville-Marie,Ville-Marie,6,855,0,,901,0,FALSE,1260444,,Montréal,Montréal,45.49821685,-73.5651424,Mansfield,1,0.018235251,rue
21465,Ville-Marie,Ville-Marie,0,1981,0,,1981,0,FALSE,1260464,,Montréal,Montréal,45.50324602,-73.5736689,McGill College,1,0.050114712,avenue
21468,Ville-Marie,Ville-Marie,0,2001,0,,2095,0,FALSE,1260465,,Montréal,Montréal,45.50369643,-73.57472484,McGill College,1,0.050676754,avenue
21469,Ville-Marie,Ville-Marie,1,3415,3400,,3485,3600,FALSE,1260466,,Montréal,Montréal,45.50266836,-73.575739,McTavish,0,0.043722856,rue
21480,Ville-Marie,Ville-Marie,5,2011,2020,,2075,2044,FALSE,1260472,,Montréal,Montréal,45.50251596,-73.57590285,Metcalfe,-1,0.042661569,rue
21489,Ville-Marie,Ville-Marie,5,1125,1100,,1255,1244,FALSE,1260493,de la,Montréal,Montréal,45.49788681,-73.5750226,Montagne,0,0.032317795,rue
21494,Ville-Marie,Ville-Marie,5,2011,2010,,2205,2484,FALSE,1260497,de la,Montréal,Montréal,45.49967071,-73.57871991,Montagne,0,0.033498235,rue
21496,Ville-Marie,Ville-Marie,5,3447,0,,3473,0,FALSE,1260498,de la,Montréal,Montréal,45.50035024,-73.58014164,Montagne,0,0.03908822,rue
21498,Ville-Marie,Ville-Marie,4,0,0,,0,0,FALSE,1260505,,Montréal,Montréal,45.50035872,-73.57898372,Mountain,0,0.034122947,place
21507,Ville-Marie,Ville-Marie,6,915,0,,915,0,FALSE,1260539,,Montréal,Montréal,45.49689721,-73.56680209,Peel,1,0.024226446,rue
21517,Ville-Marie,Ville-Marie,6,1241,1208,,1265,1250,FALSE,1260547,,Montréal,Montréal,45.50001182,-73.57291927,Peel,0,0.020209371,rue
21522,Ville-Marie,Ville-Marie,6,2005,2000,,2075,2090,FALSE,1260550,,Montréal,Montréal,45.50184512,-73.5765763,Peel,0,0.038099718,rue
21551,Ville-Marie,Le Plateau-Mont-Royal,6,529,524,Ouest,551,546,FALSE,1260574,des,Montréal,Montréal,45.50819705,-73.58011822,Pins,0,0.085406668,avenue
21585,Ville-Marie,Ville-Marie,5,575,500,,577,600,FALSE,1260593,du,Montréal,Montréal,45.50505494,-73.57189921,Président-Kennedy,0,0.044646474,avenue
21588,Ville-Marie,Ville-Marie,5,623,0,,655,0,FALSE,1260594,du,Montréal,Montréal,45.50448808,-73.57245213,Président-Kennedy,0,0.047967284,avenue
21597,Ville-Marie,Ville-Marie,0,3865,3800,,3875,3878,FALSE,1260609,,Montréal,Montréal,45.49323554,-73.59509856,De Ramezay,0,0.040347143,avenue
21701,Ville-Marie,Ville-Marie,1,2,1,,12,11,FALSE,1260626,,Montréal,Montréal,45.49852678,-73.58155756,Redpath-Court,0,0.040056258,rue
21706,Ville-Marie,Ville-Marie,0,3415,0,,3425,0,FALSE,1260630,,Montréal,Montréal,45.4979639,-73.58037618,Redpath,1,0.034487745,rue
21725,Ville-Marie,Ville-Marie,7,1201,0,Ouest,1203,0,FALSE,1260662,,Montréal,Montréal,45.49738981,-73.57169592,René-Lévesque,1,0.033289171,boulevard
21748,Ville-Marie,Ville-Marie,0,0,1600,,0,1608,FALSE,1260713,,Montréal,Montréal,45.49622483,-73.58322664,Selkirk,0,0.031370012,avenue
21753,Ville-Marie,Ville-Marie,0,1165,1186,,1225,1226,FALSE,1260715,,Montréal,Montréal,45.49068369,-73.58130994,Seymour,-1,0.018051509,avenue
21764,Le Plateau-Mont-Royal,Ville-Marie,6,527,550,Ouest,657,594,FALSE,1260730,,Montréal,Montréal,45.50553764,-73.57297381,Sherbrooke,0,0.049751327,rue
21767,Le Plateau-Mont-Royal,Ville-Marie,6,0,620,Ouest,0,674,FALSE,1260731,,Montréal,Montréal,45.50498341,-73.57347555,Sherbrooke,0,0.05293446,rue
21769,Ville-Marie,Ville-Marie,6,677,680,Ouest,715,700,FALSE,1260732,,Montréal,Montréal,45.50437087,-73.57406648,Sherbrooke,0,0.055221466,rue
21771,Ville-Marie,Ville-Marie,6,1115,1100,Ouest,1155,1140,FALSE,1260740,,Montréal,Montréal,45.50112026,-73.57728037,Sherbrooke,0,0.033222899,rue
