,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,DIST_TO_FS,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TYP_VOIE
57305,Saint-Laurent,Saint-Laurent,7,4005,0,,1.343939318,4055,0,FALSE,1609496,,Montréal,Montréal,45.5270289,-73.69694656,Henri-Bourassa,1,boulevard
57307,Saint-Laurent,Saint-Laurent,7,4005,0,,1.263489353,4055,0,FALSE,1609496,,Montréal,Montréal,45.5266114,-73.69777359,Henri-Bourassa,1,boulevard
57310,Saint-Laurent,Saint-Laurent,7,4095,0,,1.330163041,4097,0,FALSE,1609497,,Montréal,Montréal,45.52623207,-73.69843568,Henri-Bourassa,1,boulevard
57311,Saint-Laurent,Saint-Laurent,7,0,0,,1.273952272,0,0,FALSE,1609498,,Montréal,Montréal,45.52655089,-73.6976708,Henri-Bourassa,-1,boulevard
57319,Saint-Laurent,Saint-Laurent,0,2005,2010,,1.458414753,2219,2206,FALSE,1609500,,Montréal,Montréal,45.52750099,-73.69564259,Guertin,0,rue
57321,Saint-Laurent,Saint-Laurent,0,2031,2070,,1.534825089,2157,2184,FALSE,1609501,,Montréal,Montréal,45.52777546,-73.69474367,Filion,0,rue
57326,Saint-Laurent,Saint-Laurent,6,2005,2002,,1.598885314,2345,2344,FALSE,1609510,,Montréal,Montréal,45.52459265,-73.69457662,O'Brien,0,avenue
57331,Saint-Laurent,Saint-Laurent,5,1505,1530,,1.792051304,1549,1544,FALSE,1609521,,Montréal,Montréal,45.52090179,-73.69475607,Poirier,0,rue
57332,Saint-Laurent,Saint-Laurent,0,0,1732,,1.884739634,0,1776,FALSE,1609523,,Montréal,Montréal,45.51942257,-73.6955385,Cardinal,1,rue
57333,Saint-Laurent,Saint-Laurent,5,0,0,,1.918211552,0,0,FALSE,1609527,,Montréal,Montréal,45.51688272,-73.69559528,Grenet,0,rue
57334,Saint-Laurent,Saint-Laurent,5,0,0,,1.809293722,0,0,FALSE,1609529,,Montréal,Montréal,45.51619023,-73.6946109,Grenet,0,rue
57336,Saint-Laurent,Saint-Laurent,5,0,0,,1.900840056,0,0,FALSE,1609529,,Montréal,Montréal,45.51677542,-73.69543332,Grenet,0,rue
57356,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.167723302,0,0,FALSE,1609542,,Montréal,Montréal,45.50825531,-73.75928225,Gouin,-1,boulevard
57358,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.092310815,0,0,FALSE,1609542,,Montréal,Montréal,45.50786795,-73.76006304,Gouin,-1,boulevard
57360,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.103038401,0,0,FALSE,1609543,,Montréal,Montréal,45.50795448,-73.7601238,Gouin,1,boulevard
57361,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.079516211,0,0,FALSE,1609556,,Montréal,Montréal,45.50753583,-73.76151602,Gouin,-1,boulevard
57363,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.16313719,0,0,FALSE,1609556,,Montréal,Montréal,45.5075434,-73.76258703,Gouin,-1,boulevard
57364,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,0,Ouest,2.092238848,0,0,FALSE,1609557,,Montréal,Montréal,45.50763983,-73.76158396,Gouin,1,boulevard
57371,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9409,9432,Ouest,2.682164276,9455,9456,FALSE,1609560,,Montréal,Montréal,45.50764044,-73.76921784,Gouin,0,boulevard
57372,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4885,4870,,3.133500257,4905,4906,FALSE,1609563,,Montréal,Montréal,45.50480424,-73.76521195,Félix-McLernan,0,rue
57376,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4885,4870,,3.202555528,4905,4906,FALSE,1609563,,Montréal,Montréal,45.50504,-73.76725829,Félix-McLernan,0,rue
57378,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9461,9460,Ouest,2.80540732,9461,9464,FALSE,1609564,,Montréal,Montréal,45.50755124,-73.77078951,Gouin,0,boulevard
57385,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4907,4908,,2.970960289,4965,4964,FALSE,1609566,,Montréal,Montréal,45.50642956,-73.76947081,Félix-McLernan,0,rue
57389,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,9470,Ouest,2.919797569,0,9470,FALSE,1609568,,Montréal,Montréal,45.50723298,-73.77218492,Gouin,0,boulevard
57390,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9465,9480,Ouest,2.839005302,9467,9484,FALSE,1609569,,Montréal,Montréal,45.50690679,-73.77312795,Gouin,0,boulevard
57391,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9469,9486,Ouest,2.760423737,9497,9488,FALSE,1609570,,Montréal,Montréal,45.50651784,-73.77396949,Gouin,0,boulevard
57392,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,9500,Ouest,2.686615008,0,9500,FALSE,1609571,,Montréal,Montréal,45.50617395,-73.77477926,Gouin,0,boulevard
57393,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9501,9502,Ouest,2.532137822,9501,9506,FALSE,1609572,,Montréal,Montréal,45.50541409,-73.77643798,Gouin,0,boulevard
57394,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4962,,2.682153859,0,5000,FALSE,1609573,,Montréal,Montréal,45.50449966,-73.77502344,Sainte-Suzanne,0,rue
57395,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,332,339,,3.013614239,398,399,FALSE,1609574,,Montréal,Montréal,45.5040617,-73.77151204,Laurin,0,rue
57403,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4928,4931,,3.262362671,5016,5019,FALSE,1609576,,Montréal,Montréal,45.50433692,-73.76912191,Olympia,0,rue
57404,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4968,4969,,3.046700319,5000,4999,FALSE,1609577,d',Montréal,Montréal,45.50592411,-73.77012186,Orléans,0,rue
57405,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4928,4933,,3.222792989,4960,4965,FALSE,1609579,d',Montréal,Montréal,45.5048262,-73.76849441,Orléans,0,rue
57406,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4924,4925,,3.295354222,4924,4929,FALSE,1609581,,Montréal,Montréal,45.50413408,-73.76881314,Olympia,0,rue
57407,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4899,4910,,2.923432183,4955,4960,FALSE,1609584,,Montréal,Montréal,45.50366444,-73.77246444,Sainte-Suzanne,0,rue
57436,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,8600,8601,,2.82827463,8664,8645,FALSE,1609593,,Montréal,Montréal,45.50092427,-73.77440383,Basswood,0,rue
57457,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4509,4502,,2.908733965,4549,4550,FALSE,1609594,,Montréal,Montréal,45.50044235,-73.77517348,Cloverdale,0,rue
57461,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,2.740175892,0,0,FALSE,1609595,,Montréal,Montréal,45.50158869,-73.77499427,Alexander,0,rue
57462,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9511,9510,Ouest,2.465739032,9525,9524,FALSE,1609598,,Montréal,Montréal,45.50508841,-73.77715182,Gouin,0,boulevard
57463,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9511,9510,Ouest,2.371011658,9525,9524,FALSE,1609598,,Montréal,Montréal,45.50460558,-73.77815281,Gouin,0,boulevard
57465,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9531,9534,Ouest,2.303987239,9535,9534,FALSE,1609599,,Montréal,Montréal,45.50433271,-73.77891765,Gouin,0,boulevard
57466,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4655,4674,,2.50123688,4695,4734,FALSE,1609600,,Montréal,Montréal,45.50315139,-73.77703055,Alexander,0,rue
57467,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,2.5280486,0,0,FALSE,1609601,,Montréal,Montréal,45.50299026,-73.77677475,Alexander,0,rue
57468,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,11,10,,2.883480808,33,32,FALSE,1609603,,Montréal,Montréal,45.50154263,-73.77649659,Glenn,0,rue
57480,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4558,,2.676458138,0,4570,FALSE,1609605,,Montréal,Montréal,45.50209333,-73.7753664,Alexander,0,rue
57490,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9039,9050,,2.830202363,9055,9062,FALSE,1609608,,Montréal,Montréal,45.50189157,-73.77836528,Logan,0,rue
57491,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9057,9082,,2.903505867,9079,9094,FALSE,1609609,,Montréal,Montréal,45.50194382,-73.7793026,Logan,0,rue
57492,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,9060,,2.72984086,0,9140,FALSE,1609610,,Montréal,Montréal,45.50112884,-73.7789413,Cérès,0,avenue
57494,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,9060,,2.608384666,0,9140,FALSE,1609610,,Montréal,Montréal,45.50126495,-73.78048166,Cérès,0,avenue
57502,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4646,4639,,2.739883586,4650,4651,FALSE,1609614,,Montréal,Montréal,45.50293909,-73.77468869,Godard,0,rue
57506,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4646,4639,,2.603495555,4650,4651,FALSE,1609614,,Montréal,Montréal,45.5034018,-73.77601474,Godard,0,rue
57518,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,8659,8654,,2.648847189,8671,8670,FALSE,1609617,,Montréal,Montréal,45.50293508,-73.77848846,Anthony,0,rue
57530,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9537,9540,Ouest,2.181431083,9569,9558,FALSE,1609622,,Montréal,Montréal,45.50405654,-73.7804314,Gouin,0,boulevard
57531,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,3,2,,2.525935727,11,14,FALSE,1609623,,Montréal,Montréal,45.50555036,-73.77960713,Talbot,0,place
57533,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4755,4750,,2.416208037,4805,4770,FALSE,1609626,,Montréal,Montréal,45.5066781,-73.78137341,Lalande,0,boulevard
57534,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4807,4800,,2.322100871,4821,4818,FALSE,1609627,,Montréal,Montréal,45.50724738,-73.78226649,Lalande,0,boulevard
57535,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4823,0,,2.300524485,4825,0,FALSE,1609628,,Montréal,Montréal,45.50737235,-73.78247818,Lalande,0,boulevard
57536,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4829,4826,,2.257431607,4833,4826,FALSE,1609629,,Montréal,Montréal,45.50762985,-73.78289122,Lalande,0,boulevard
57537,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,2.601444174,0,0,FALSE,1609632,,Montréal,Montréal,45.50079495,-73.78132665,Edward-Higgins,0,rue
57539,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4030,4001,,2.527039522,4560,4521,FALSE,1609633,,Montréal,Montréal,45.50123862,-73.78204025,Edward-Higgins,0,rue
57545,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9241,9252,,2.428621792,9351,9312,FALSE,1609634,,Montréal,Montréal,45.50166338,-73.78311606,Boisjoli,0,rue
57550,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4103,4062,,2.231446821,4193,4302,FALSE,1609635,,Montréal,Montréal,45.5012709,-73.78534583,Delaney,0,rue
57552,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4686,4687,,2.075186361,4694,4695,FALSE,1609638,,Montréal,Montréal,45.5040643,-73.78179085,Robitaille,0,rue
57557,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,45,20,,2.38091661,47,60,FALSE,1609641,,Montréal,Montréal,45.5056377,-73.78270305,Gilmour,0,rue
57572,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4785,0,,1.881167931,4789,0,FALSE,1609648,de,Montréal,Montréal,45.50541582,-73.78488807,Lucerne,0,rue
57575,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4785,0,,1.761663714,4789,0,FALSE,1609648,de,Montréal,Montréal,45.50522577,-73.78597612,Lucerne,0,rue
57576,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4793,4786,,1.755442424,4853,4880,FALSE,1609649,de,Montréal,Montréal,45.50528231,-73.78606666,Lucerne,0,rue
57582,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4777,4786,,1.839547728,4851,4866,FALSE,1609651,,Montréal,Montréal,45.50775467,-73.78867592,Edward,0,rue
57588,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9775,9720,Ouest,1.716653036,9775,9800,FALSE,1609655,,Montréal,Montréal,45.50494857,-73.786211,Gouin,0,boulevard
57589,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9775,9720,Ouest,1.571712291,9775,9800,FALSE,1609655,,Montréal,Montréal,45.50531483,-73.78799534,Gouin,0,boulevard
57593,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4777,4780,,1.836681512,4853,4872,FALSE,1609659,,Montréal,Montréal,45.50830049,-73.78820564,Rachel,0,rue
57595,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4869,0,,1.773985999,4879,0,FALSE,1609660,,Montréal,Montréal,45.50826697,-73.78900813,Pierre-Lauzon,0,rue
57597,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4870,,1.693517552,0,4870,FALSE,1609661,,Montréal,Montréal,45.50898196,-73.78916057,Edward,0,rue
57598,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4835,4830,,2.194617282,4839,4832,FALSE,1609662,,Montréal,Montréal,45.50801047,-73.78348651,Lalande,0,boulevard
57599,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4880,,1.322486274,0,4910,FALSE,1609664,,Montréal,Montréal,45.50594889,-73.79106174,Victoria,0,rue
57623,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4801,4796,,2.351230013,4831,4832,FALSE,1609667,,Montréal,Montréal,45.50786871,-73.78492593,Colonial,0,rue
57624,Verdun,Verdun,0,646,647,,2.748084555,660,661,FALSE,1609671,de,Montréal,Montréal,45.45678421,-73.54999818,Gaspé,0,rue
57625,Verdun,Verdun,0,646,647,,2.627552886,660,661,FALSE,1609671,de,Montréal,Montréal,45.45600808,-73.5489201,Gaspé,0,rue
57627,Verdun,Verdun,0,662,663,,2.552061195,666,663,FALSE,1609672,de,Montréal,Montréal,45.45552769,-73.54960347,Gaspé,0,rue
57628,Verdun,Verdun,0,668,669,,2.408579475,668,669,FALSE,1609673,de,Montréal,Montréal,45.45460007,-73.54832794,Gaspé,0,rue
57630,Verdun,Verdun,0,0,0,,2.480537642,0,0,FALSE,1609674,de,Montréal,Montréal,45.45415154,-73.54899255,Gaspé,0,rue
57631,Verdun,Verdun,0,0,519,,2.451101525,0,519,FALSE,1609675,de,Montréal,Montréal,45.45486711,-73.54793797,Gaspé,0,rue
57632,Verdun,Verdun,0,500,0,,2.251404446,500,0,FALSE,1609676,de,Montréal,Montréal,45.45358833,-73.54692166,Gaspé,0,rue
57633,Verdun,Verdun,0,0,0,,2.409140536,0,0,FALSE,1609678,,Montréal,Montréal,45.45255091,-73.54827652,Hall,0,rue
57634,Verdun,Verdun,0,0,0,,2.435008949,0,0,FALSE,1609678,,Montréal,Montréal,45.45272387,-73.54849816,Hall,0,rue
57635,Verdun,Verdun,0,515,500,,2.157795641,515,500,FALSE,1609680,,Montréal,Montréal,45.45485642,-73.54619146,François,0,rue
57636,Verdun,Verdun,0,515,500,,2.112524206,515,500,FALSE,1609680,,Montréal,Montréal,45.45455628,-73.54579957,François,0,rue
57637,Verdun,Verdun,0,0,0,,1.985224186,0,0,FALSE,1609681,,Montréal,Montréal,45.45536015,-73.54442124,Elgar,0,rue
57638,Verdun,Verdun,0,0,0,,2.006569107,0,0,FALSE,1609681,,Montréal,Montréal,45.45522356,-73.54422908,Elgar,0,rue
57639,Verdun,Verdun,0,288,0,,1.97284959,300,0,FALSE,1609683,,Montréal,Montréal,45.45545249,-73.54454567,Elgar,0,rue
57641,Verdun,Verdun,0,288,0,,2.127575483,300,0,FALSE,1609683,,Montréal,Montréal,45.45645531,-73.54591999,Elgar,0,rue
57645,Verdun,Verdun,0,0,0,,2.179918953,0,0,FALSE,1609685,,Montréal,Montréal,45.45679469,-73.54638423,Elgar,0,rue
57647,Verdun,Verdun,0,200,0,,2.177393075,200,0,FALSE,1609686,,Montréal,Montréal,45.45676785,-73.54546268,Elgar,0,rue
57648,Verdun,Verdun,0,0,0,,1.812361059,0,0,FALSE,1609687,,Montréal,Montréal,45.45655206,-73.54322206,Darwin,0,rue
57649,Verdun,Verdun,0,0,0,,1.826544331,0,0,FALSE,1609687,,Montréal,Montréal,45.45662082,-73.54337515,Darwin,0,rue
57654,Verdun,Verdun,0,2,1,,2.611177329,2,1,FALSE,1609694,du,Montréal,Montréal,45.45586633,-73.55017897,Grand-Duc,0,rue
57655,Verdun,Verdun,0,530,0,,2.741851183,532,0,FALSE,1609695,de,Montréal,Montréal,45.45608377,-73.54787245,Gaspé,0,rue
57657,Verdun,Verdun,5,0,0,,2.263386671,0,0,FALSE,1609697,de l',Montréal,Montréal,45.45348607,-73.54677686,Île-des-Soeurs,-1,boulevard
57661,Verdun,Verdun,5,0,0,,2.428013132,0,0,FALSE,1609697,de l',Montréal,Montréal,45.45239332,-73.54818689,Île-des-Soeurs,-1,boulevard
57665,Verdun,Verdun,0,0,100,,2.124053433,0,100,FALSE,1609700,,Montréal,Montréal,45.45448283,-73.54569531,François,0,rue
57667,Verdun,Verdun,0,0,100,,2.164413135,0,100,FALSE,1609700,,Montréal,Montréal,45.45423364,-73.54532015,François,0,rue
57670,Verdun,Verdun,5,0,0,,1.81961915,0,0,FALSE,1609704,de l',Montréal,Montréal,45.45647721,-73.54303095,Île-des-Soeurs,-1,boulevard
57688,Verdun,Verdun,0,200,0,,1.607549915,200,0,FALSE,1609717,,Montréal,Montréal,45.45832082,-73.54334957,Corot,0,rue
57689,Verdun,Verdun,0,200,0,,1.622225497,200,0,FALSE,1609717,,Montréal,Montréal,45.45823502,-73.54349246,Corot,0,rue
57690,Verdun,Verdun,0,0,0,,1.634175371,0,0,FALSE,1609718,,Montréal,Montréal,45.45822799,-73.5455709,Berlioz,0,rue
57691,Verdun,Verdun,0,0,0,,1.598390531,0,0,FALSE,1609718,,Montréal,Montréal,45.45845688,-73.54589323,Berlioz,0,rue
57692,Verdun,Verdun,0,0,0,,1.633175915,0,0,FALSE,1609719,,Montréal,Montréal,45.45823814,-73.54621189,Berlioz,0,rue
57693,Verdun,Verdun,0,510,0,,1.207731515,530,0,FALSE,1609720,,Montréal,Montréal,45.46117688,-73.54289192,Landreville,0,rue
57695,Verdun,Verdun,0,510,0,,1.30085633,530,0,FALSE,1609720,,Montréal,Montréal,45.46136766,-73.54405418,Landreville,0,rue
57696,Verdun,Verdun,0,260,251,,1.588982296,274,273,FALSE,1609721,,Montréal,Montréal,45.45937227,-73.54064443,Wilson,0,rue
57697,Verdun,Verdun,0,260,251,,1.429943641,274,273,FALSE,1609721,,Montréal,Montréal,45.45965949,-73.54264136,Wilson,0,rue
57698,Verdun,Verdun,0,202,0,,1.456759185,202,0,FALSE,1609723,,Montréal,Montréal,45.459352,-73.54460215,Berlioz,0,rue
57699,Verdun,Verdun,0,511,0,,1.563618405,511,0,FALSE,1609724,,Montréal,Montréal,45.46029425,-73.54587114,Abélard,0,rue
57700,Verdun,Verdun,0,511,0,,1.595395868,511,0,FALSE,1609724,,Montréal,Montréal,45.46009053,-73.5461567,Abélard,0,rue
57701,Verdun,Verdun,5,0,0,,1.43962184,0,0,FALSE,1609727,de l',Montréal,Montréal,45.45945677,-73.54444109,Île-des-Soeurs,-1,boulevard
57703,Verdun,Verdun,5,0,0,,1.589051034,0,0,FALSE,1609727,de l',Montréal,Montréal,45.45844489,-73.54318461,Île-des-Soeurs,-1,boulevard
57705,Verdun,Verdun,0,0,0,,1.633732051,0,0,FALSE,1609730,,Montréal,Montréal,45.45868692,-73.54620568,Berlioz,0,rue
57709,Verdun,Verdun,0,175,172,,1.344939417,189,182,FALSE,1609734,,Montréal,Montréal,45.46005057,-73.5435731,Berlioz,0,rue
57719,Verdun,Verdun,5,0,0,,1.419068258,0,0,FALSE,1609739,de l',Montréal,Montréal,45.46139956,-73.54640897,Île-des-Soeurs,-1,boulevard
57723,Verdun,Verdun,5,0,0,,1.54197808,0,0,FALSE,1609739,de l',Montréal,Montréal,45.46043212,-73.54567542,Île-des-Soeurs,-1,boulevard
57724,Verdun,Verdun,5,0,0,,1.484901144,0,0,FALSE,1609740,de l',Montréal,Montréal,45.46105138,-73.54732889,Île-des-Soeurs,-1,boulevard
57730,Verdun,Verdun,5,0,0,,1.498174944,0,0,FALSE,1609741,de l',Montréal,Montréal,45.46093435,-73.54736212,Île-des-Soeurs,1,boulevard
57740,Verdun,Verdun,0,0,450,,1.697134279,0,490,FALSE,1609743,,Montréal,Montréal,45.46164514,-73.54602389,Abélard,0,rue
57763,Verdun,Verdun,0,0,1,,1.089600795,0,13,FALSE,1609745,,Montréal,Montréal,45.46255827,-73.54141688,O'Reilly,0,rue
57765,Verdun,Verdun,0,150,0,,1.009579371,150,0,FALSE,1609746,de la,Montréal,Montréal,45.46290975,-73.5423048,Fontaine,0,place
57767,Verdun,Verdun,0,150,0,,1.127985028,150,0,FALSE,1609746,de la,Montréal,Montréal,45.4631554,-73.54378145,Fontaine,0,place
57770,Verdun,Verdun,0,15,16,,0.866097283,19,20,FALSE,1609748,du,Montréal,Montréal,45.46398824,-73.54134389,Soleil,0,place
57771,Verdun,Verdun,0,15,16,,0.951443115,19,20,FALSE,1609748,du,Montréal,Montréal,45.46452337,-73.54212793,Soleil,0,place
57772,Verdun,Verdun,0,0,80,,0.713232325,0,90,FALSE,1609749,,Montréal,Montréal,45.46480766,-73.53977077,Berlioz,0,rue
57773,Verdun,Verdun,0,0,470,,1.19609986,0,486,FALSE,1609750,de la,Montréal,Montréal,45.4634167,-73.54590995,Grande-Allée,-1,rue
57776,Verdun,Verdun,0,0,470,,1.297634364,0,486,FALSE,1609750,de la,Montréal,Montréal,45.46389158,-73.5469724,Grande-Allée,-1,rue
57786,Verdun,Verdun,5,0,0,,1.02401647,0,0,FALSE,1609761,du,Montréal,Montréal,45.4680039,-73.54603677,Commerce,-1,place
57789,Verdun,Verdun,5,0,0,,0.96179794,0,0,FALSE,1609761,du,Montréal,Montréal,45.46806692,-73.54525101,Commerce,-1,place
57790,Verdun,Verdun,5,0,0,,1.017940879,0,0,FALSE,1609762,du,Montréal,Montréal,45.46791131,-73.54598941,Commerce,1,place
57794,Verdun,Verdun,5,0,0,,0.933273799,0,0,FALSE,1609762,du,Montréal,Montréal,45.46795414,-73.54491701,Commerce,1,place
57795,Verdun,Verdun,0,67,60,,0.636425985,69,78,FALSE,1609768,,Montréal,Montréal,45.46522187,-73.538983,Berlioz,0,rue
57796,Verdun,Verdun,5,20,0,,0.430805826,22,0,FALSE,1609769,du,Montréal,Montréal,45.46818243,-73.5388052,Commerce,0,place
57797,Verdun,Verdun,5,20,0,,0.393392613,22,0,FALSE,1609769,du,Montréal,Montréal,45.46728433,-73.53833845,Commerce,0,place
57803,Verdun,Verdun,5,0,8,,0.758579333,0,12,FALSE,1609776,du,Montréal,Montréal,45.46787429,-73.54270127,Commerce,0,place
57805,Verdun,Verdun,5,0,8,,0.557950962,0,12,FALSE,1609776,du,Montréal,Montréal,45.4684605,-73.54027089,Commerce,0,place
57806,Verdun,Verdun,4,38,0,,0.895465307,50,0,FALSE,1609780,du,Montréal,Montréal,45.46794229,-73.54444281,Commerce,0,place
57829,Verdun,Verdun,0,2,1,,0.934476162,2,1,FALSE,1609781,du,Montréal,Montréal,45.46803552,-73.54490363,Commerce,-1,place
57830,Verdun,Verdun,5,0,0,,0.83804427,0,0,FALSE,1609787,du,Montréal,Montréal,45.46787782,-73.54371247,Commerce,0,place
57839,Verdun,Verdun,0,963,0,,0.174082372,1003,0,FALSE,1609790,,Montréal,Montréal,45.46815661,-73.53584974,Levert,0,rue
57846,Verdun,Verdun,0,301,0,,1.814770039,301,0,FALSE,1609799,,Montréal,Montréal,45.46112618,-73.55154295,Marie-Le Ber,1,chemin
57849,Verdun,Verdun,0,301,0,,1.803876643,301,0,FALSE,1609799,,Montréal,Montréal,45.46179743,-73.55161601,Marie-Le Ber,1,chemin
57850,Verdun,Verdun,0,0,0,,1.829246139,0,0,FALSE,1609800,,Montréal,Montréal,45.46113015,-73.55172841,Marie-Le Ber,-1,chemin
57853,Verdun,Verdun,0,501,500,,1.961684118,679,682,FALSE,1609801,de la,Montréal,Montréal,45.46321473,-73.5515254,Métairie,1,rue
57861,Verdun,Verdun,0,501,500,,1.880846915,679,682,FALSE,1609801,de la,Montréal,Montréal,45.46248854,-73.55156635,Métairie,1,rue
57862,Verdun,Verdun,0,0,604,,1.484518295,0,614,FALSE,1609802,,Montréal,Montréal,45.46294582,-73.5485549,Dupret,1,rue
57870,Verdun,Verdun,0,0,604,,1.423659683,0,614,FALSE,1609802,,Montréal,Montréal,45.46293284,-73.54782993,Dupret,1,rue
57878,Verdun,Verdun,0,701,700,,2.201518275,811,760,FALSE,1609804,,Montréal,Montréal,45.46421256,-73.54928998,Marie-Le Ber,0,chemin
57879,Verdun,Verdun,0,0,672,,1.900592065,0,680,FALSE,1609806,,Montréal,Montréal,45.46266595,-73.55155755,Marie-Le Ber,0,chemin
57880,Verdun,Verdun,0,251,0,,1.987519899,345,0,FALSE,1609815,,Montréal,Montréal,45.4620213,-73.55374521,De La Noue,0,rue
57883,Verdun,Verdun,0,251,0,,1.967269103,345,0,FALSE,1609815,,Montréal,Montréal,45.46184368,-73.55370935,De La Noue,0,rue
57887,Verdun,Verdun,0,211,0,,2.062842658,243,0,FALSE,1609816,,Montréal,Montréal,45.46269832,-73.55372417,De La Noue,0,rue
57888,Verdun,Verdun,5,700,0,,1.58794667,1014,0,FALSE,1609820,du,Montréal,Montréal,45.46612987,-73.55234569,Golf,0,chemin
57895,Verdun,Verdun,5,700,0,,1.83342077,1014,0,FALSE,1609820,du,Montréal,Montréal,45.46495905,-73.55450937,Golf,0,chemin
57897,Verdun,Verdun,0,51,60,,1.799963044,175,106,FALSE,1609821,,Montréal,Montréal,45.46492808,-73.55339879,William-Paul,0,rue
57898,Verdun,Verdun,0,205,192,,1.882661194,219,220,FALSE,1609822,,Montréal,Montréal,45.46418607,-73.5534656,Roland-Jeanneau,0,rue
57903,Verdun,Verdun,0,205,192,,1.995773729,219,220,FALSE,1609822,,Montréal,Montréal,45.4635013,-73.55449918,Roland-Jeanneau,0,rue
57909,Verdun,Verdun,5,1150,0,,2.15390141,1300,0,FALSE,1609824,du,Montréal,Montréal,45.46187684,-73.55524522,Golf,0,chemin
57910,Verdun,Verdun,0,0,850,,0.028833115,0,850,FALSE,1609845,,Montréal,Montréal,45.46962042,-73.53471496,Estacade du Pont Champlain,0,rue
57920,Verdun,Verdun,8,0,0,,0.889920809,0,0,FALSE,1609847,,Montréal,Montréal,45.46924537,-73.54474391,Non-nommée,-1,voie
